profile_id,station_id,station_name,datetime_utc,year,month,cycle,n_levels_total,n_levels_to_500,p_surface_hpa,t_surface_c,p_top_hpa,t_top_c,delta_t_top_surface_c,inversion_detected,inversion_top_pressure_hpa,inversion_top_height_m,inversion_top_temp_c,inversion_delta_t_c,profile_status,source_file
31004_20060904_0000_00,31004,Aldan,2006-09-04T00:00:00,2006,9,00,54.0,16.0,923.0,7.400000000000034,500.0,-15.099999999999966,-22.5,True,900.0,880.0,7.800000000000011,0.39999999999997726,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060904.bufr
31004_20060903_0000_00,31004,Aldan,2006-09-03T00:00:00,2006,9,00,52.0,10.0,935.0,5.2000000000000455,500.0,-23.099999999999966,-28.30000000000001,True,928.0,625.9,6.600000000000023,1.3999999999999773,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060903.bufr
31004_20060905_0000_00,31004,Aldan,2006-09-05T00:00:00,2006,9,00,47.0,8.0,922.0,8.600000000000023,500.0,-21.099999999999966,-29.69999999999999,True,907.0,815.9,9.400000000000034,0.8000000000000114,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060905.bufr
31004_20060906_0000_00,31004,Aldan,2006-09-06T00:00:00,2006,9,00,63.0,7.0,922.0,8.400000000000034,500.0,-20.49999999999997,-28.900000000000006,True,891.0,963.0,11.400000000000034,3.0,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060906.bufr
31004_20060907_0000_00,31004,Aldan,2006-09-07T00:00:00,2006,9,00,54.0,9.0,925.0,7.400000000000034,500.0,-18.299999999999983,-25.700000000000017,True,850.0,1350.0,9.0,1.599999999999966,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060907.bufr
31004_20060911_0000_00,31004,Aldan,2006-09-11T00:00:00,2006,9,00,50.0,8.0,933.0,-2.8999999999999773,500.0,-31.899999999999977,-29.0,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060911.bufr
31004_20060909_0000_00,31004,Aldan,2006-09-09T00:00:00,2006,9,00,51.0,11.0,928.0,4.2000000000000455,500.0,-18.49999999999997,-22.700000000000017,True,922.0,679.8,5.400000000000034,1.1999999999999886,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060909.bufr
31004_20060912_0000_00,31004,Aldan,2006-09-12T00:00:00,2006,9,00,42.0,12.0,937.0,-0.2999999999999545,500.0,-26.299999999999983,-26.00000000000003,True,919.0,706.9,0.20000000000004547,0.5,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060912.bufr
31004_20060908_0000_00,31004,Aldan,2006-09-08T00:00:00,2006,9,00,75.0,13.0,932.0,0.8000000000000114,500.0,-20.69999999999999,-21.5,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060908.bufr
31004_20060917_0000_00,31004,Aldan,2006-09-17T00:00:00,2006,9,00,53.0,11.0,930.0,12.200000000000045,500.0,-17.49999999999997,-29.700000000000017,True,915.0,1300.7,14.200000000000045,2.0,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060917.bufr
31004_20060918_0000_00,31004,Aldan,2006-09-18T00:00:00,2006,9,00,55.0,10.0,941.0,5.400000000000034,500.0,-24.69999999999999,-30.100000000000023,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060918.bufr
31004_20060913_0000_00,31004,Aldan,2006-09-13T00:00:00,2006,9,00,44.0,10.0,933.0,6.400000000000034,500.0,-19.299999999999983,-25.700000000000017,True,917.0,725.0,7.2000000000000455,0.8000000000000114,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060913.bufr
31004_20060915_0000_00,31004,Aldan,2006-09-15T00:00:00,2006,9,00,59.0,10.0,933.0,9.600000000000023,500.0,-20.299999999999983,-29.900000000000006,True,925.0,652.8,10.600000000000023,1.0,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060915.bufr
31004_20060914_0000_00,31004,Aldan,2006-09-14T00:00:00,2006,9,00,52.0,9.0,929.0,12.400000000000034,500.0,-18.49999999999997,-30.900000000000006,True,915.0,743.1,13.600000000000023,1.1999999999999886,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060914.bufr
31004_20060916_0000_00,31004,Aldan,2006-09-16T00:00:00,2006,9,00,50.0,9.0,933.0,13.800000000000011,500.0,-19.69999999999999,-33.5,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060916.bufr
31004_20060919_0000_00,31004,Aldan,2006-09-19T00:00:00,2006,9,00,64.0,11.0,1000.0,-52.89999999999998,500.0,-25.299999999999983,27.599999999999994,True,942.0,501.2,3.8000000000000114,56.69999999999999,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060919.bufr
31004_20060921_0000_00,31004,Aldan,2006-09-21T00:00:00,2006,9,00,61.0,13.0,937.0,8.0,500.0,-17.899999999999977,-25.899999999999977,True,925.0,652.8,8.200000000000045,0.20000000000004547,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060921.bufr
31004_20060920_0000_00,31004,Aldan,2006-09-20T00:00:00,2006,9,00,60.0,13.0,940.0,6.600000000000023,500.0,-20.299999999999983,-26.900000000000006,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060920.bufr
31004_20060922_0000_00,31004,Aldan,2006-09-22T00:00:00,2006,9,00,52.0,10.0,948.0,0.20000000000004547,500.0,-24.899999999999977,-25.100000000000023,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060922.bufr
31004_20060925_0000_00,31004,Aldan,2006-09-25T00:00:00,2006,9,00,51.0,11.0,928.0,8.200000000000045,500.0,-20.899999999999977,-29.100000000000023,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060925.bufr
31004_20060928_0000_00,31004,Aldan,2006-09-28T00:00:00,2006,9,00,73.0,11.0,935.0,4.0,500.0,-26.099999999999966,-30.099999999999966,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060928.bufr
31004_20060924_0000_00,31004,Aldan,2006-09-24T00:00:00,2006,9,00,58.0,10.0,939.0,7.2000000000000455,500.0,-17.49999999999997,-24.700000000000017,True,925.0,1363.3,8.600000000000023,1.3999999999999773,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060924.bufr
31004_20061001_0000_00,31004,Aldan,2006-10-01T00:00:00,2006,10,00,51.0,9.0,938.0,0.0,500.0,-23.299999999999983,-23.299999999999983,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061001.bufr
31004_20060923_0000_00,31004,Aldan,2006-09-23T00:00:00,2006,9,00,56.0,11.0,944.0,3.0,500.0,-18.69999999999999,-21.69999999999999,True,937.0,545.6,4.800000000000011,1.8000000000000114,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060923.bufr
31004_20060926_0000_00,31004,Aldan,2006-09-26T00:00:00,2006,9,00,59.0,9.0,926.0,4.400000000000034,500.0,-23.69999999999999,-28.100000000000023,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060926.bufr
31004_20060927_0000_00,31004,Aldan,2006-09-27T00:00:00,2006,9,00,56.0,8.0,932.0,2.6000000000000227,500.0,-25.899999999999977,-28.5,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060927.bufr
31004_20060929_0000_00,31004,Aldan,2006-09-29T00:00:00,2006,9,00,53.0,12.0,938.0,-1.2999999999999545,500.0,-27.899999999999977,-26.600000000000023,True,896.0,916.8,0.0,1.2999999999999545,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060929.bufr
31004_20060930_0000_00,31004,Aldan,2006-09-30T00:00:00,2006,9,00,46.0,9.0,930.0,4.400000000000034,500.0,-22.299999999999983,-26.700000000000017,True,910.0,788.5,6.400000000000034,2.0,good,gdex_data\raw\2006\gdas.adpupa.t00z.20060930.bufr
31004_20061002_0000_00,31004,Aldan,2006-10-02T00:00:00,2006,10,00,69.0,13.0,931.0,-2.2999999999999545,500.0,-24.099999999999966,-21.80000000000001,True,919.0,706.9,0.4000000000000341,2.6999999999999886,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061002.bufr
31004_20061004_0000_00,31004,Aldan,2006-10-04T00:00:00,2006,10,00,57.0,10.0,933.0,-7.699999999999989,500.0,-34.49999999999997,-26.799999999999983,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061004.bufr
31004_20061009_0000_00,31004,Aldan,2006-10-09T00:00:00,2006,10,00,22.0,5.0,938.0,-10.099999999999966,501.0,-35.49999999999997,-25.400000000000006,False,,,,,no_500,gdex_data\raw\2006\gdas.adpupa.t00z.20061009.bufr
31004_20061005_0000_00,31004,Aldan,2006-10-05T00:00:00,2006,10,00,60.0,7.0,919.0,0.20000000000004547,500.0,-23.299999999999983,-23.50000000000003,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061005.bufr
31004_20061008_0000_00,31004,Aldan,2006-10-08T00:00:00,2006,10,00,51.0,11.0,929.0,-6.099999999999966,500.0,-36.29999999999998,-30.200000000000017,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061008.bufr
31004_20061010_0000_00,31004,Aldan,2006-10-10T00:00:00,2006,10,00,51.0,10.0,942.0,-10.099999999999966,500.0,-31.099999999999966,-21.0,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061010.bufr
31004_20061003_0000_00,31004,Aldan,2006-10-03T00:00:00,2006,10,00,64.0,13.0,932.0,-3.2999999999999545,500.0,-29.49999999999997,-26.200000000000017,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061003.bufr
31004_20061007_0000_00,31004,Aldan,2006-10-07T00:00:00,2006,10,00,49.0,10.0,924.0,-2.5,500.0,-21.49999999999997,-18.99999999999997,True,808.0,1762.5,5.2000000000000455,7.7000000000000455,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061007.bufr
31004_20061006_0000_00,31004,Aldan,2006-10-06T00:00:00,2006,10,00,64.0,15.0,939.0,-8.099999999999966,500.0,-24.099999999999966,-16.0,True,918.0,715.9,-5.5,2.599999999999966,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061006.bufr
31004_20061011_0000_00,31004,Aldan,2006-10-11T00:00:00,2006,10,00,50.0,11.0,939.0,-9.299999999999955,500.0,-33.69999999999999,-24.400000000000034,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061011.bufr
31004_20061012_0000_00,31004,Aldan,2006-10-12T00:00:00,2006,10,00,65.0,11.0,936.0,-10.899999999999977,500.0,-27.49999999999997,-16.599999999999994,True,850.0,1350.0,-7.699999999999989,3.1999999999999886,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061012.bufr
31004_20061021_0000_00,31004,Aldan,2006-10-21T00:00:00,2006,10,00,58.0,14.0,1000.0,-42.89999999999998,500.0,-37.69999999999999,5.199999999999989,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061021.bufr
31004_20061022_0000_00,31004,Aldan,2006-10-22T00:00:00,2006,10,00,57.0,11.0,942.0,-11.899999999999977,500.0,-31.099999999999966,-19.19999999999999,True,850.0,1350.0,-7.2999999999999545,4.600000000000023,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061022.bufr
31004_20061020_0000_00,31004,Aldan,2006-10-20T00:00:00,2006,10,00,57.0,8.0,943.0,-19.49999999999997,500.0,-40.099999999999966,-20.599999999999994,True,913.0,761.2,-14.899999999999977,4.599999999999994,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061020.bufr
31004_20061019_0000_00,31004,Aldan,2006-10-19T00:00:00,2006,10,00,11.0,5.0,938.0,-9.699999999999989,759.0,-22.49999999999997,-12.799999999999983,False,,,,,no_500,gdex_data\raw\2006\gdas.adpupa.t00z.20061019.bufr
31004_20061014_0000_00,31004,Aldan,2006-10-14T00:00:00,2006,10,00,46.0,10.0,934.0,-13.899999999999977,500.0,-34.89999999999998,-21.0,True,914.0,752.2,-11.5,2.3999999999999773,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061014.bufr
31004_20061018_0000_00,31004,Aldan,2006-10-18T00:00:00,2006,10,00,58.0,11.0,929.0,-8.099999999999966,500.0,-35.099999999999966,-27.0,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061018.bufr
31004_20061013_0000_00,31004,Aldan,2006-10-13T00:00:00,2006,10,00,61.0,13.0,929.0,-4.099999999999966,500.0,-25.899999999999977,-21.80000000000001,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061013.bufr
31004_20061016_0000_00,31004,Aldan,2006-10-16T00:00:00,2006,10,00,64.0,9.0,934.0,-8.899999999999977,500.0,-32.69999999999999,-23.80000000000001,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061016.bufr
31004_20061015_0000_00,31004,Aldan,2006-10-15T00:00:00,2006,10,00,55.0,10.0,926.0,-5.099999999999966,500.0,-33.69999999999999,-28.600000000000023,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061015.bufr
31004_20061023_0000_00,31004,Aldan,2006-10-23T00:00:00,2006,10,00,45.0,9.0,936.0,-4.2999999999999545,500.0,-28.299999999999983,-24.00000000000003,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061023.bufr
31004_20061024_0000_00,31004,Aldan,2006-10-24T00:00:00,2006,10,00,36.0,9.0,941.0,-7.5,500.0,-31.49999999999997,-23.99999999999997,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061024.bufr
31004_20061026_0000_00,31004,Aldan,2006-10-26T00:00:00,2006,10,00,50.0,8.0,925.0,-8.899999999999977,500.0,-27.299999999999983,-18.400000000000006,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061026.bufr
31004_20061025_0000_00,31004,Aldan,2006-10-25T00:00:00,2006,10,00,58.0,7.0,943.0,-17.099999999999966,500.0,-33.29999999999998,-16.200000000000017,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061025.bufr
31004_20061030_0000_00,31004,Aldan,2006-10-30T00:00:00,2006,10,00,50.0,9.0,921.0,-8.899999999999977,500.0,-38.49999999999997,-29.599999999999994,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061030.bufr
31004_20061027_0000_00,31004,Aldan,2006-10-27T00:00:00,2006,10,00,61.0,8.0,927.0,-12.699999999999989,500.0,-38.89999999999998,-26.19999999999999,True,911.0,779.4,-10.299999999999955,2.400000000000034,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061027.bufr
31004_20061028_0000_00,31004,Aldan,2006-10-28T00:00:00,2006,10,00,67.0,11.0,934.0,-22.49999999999997,500.0,-39.89999999999998,-17.400000000000006,True,885.0,1018.7,-21.69999999999999,0.799999999999983,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061028.bufr
31004_20061029_0000_00,31004,Aldan,2006-10-29T00:00:00,2006,10,00,59.0,11.0,920.0,-14.099999999999966,500.0,-30.69999999999999,-16.600000000000023,True,851.0,1340.4,-12.299999999999955,1.8000000000000114,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061029.bufr
31004_20061031_0000_00,31004,Aldan,2006-10-31T00:00:00,2006,10,00,50.0,9.0,938.0,-23.299999999999983,500.0,-34.099999999999966,-10.799999999999983,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061031.bufr
31004_20061101_0000_00,31004,Aldan,2006-11-01T00:00:00,2006,11,00,53.0,6.0,920.0,-5.899999999999977,500.0,-32.29999999999998,-26.400000000000006,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061101.bufr
31004_20061102_0000_00,31004,Aldan,2006-11-02T00:00:00,2006,11,00,66.0,7.0,1000.0,-54.69999999999999,500.0,-38.49999999999997,16.200000000000017,True,925.0,652.8,-7.899999999999977,46.80000000000001,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061102.bufr
31004_20061104_0000_00,31004,Aldan,2006-11-04T00:00:00,2006,11,00,53.0,9.0,927.0,-6.899999999999977,500.0,-28.099999999999966,-21.19999999999999,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061104.bufr
31004_20061103_0000_00,31004,Aldan,2006-11-03T00:00:00,2006,11,00,55.0,12.0,928.0,-14.299999999999955,500.0,-28.49999999999997,-14.200000000000017,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061103.bufr
31004_20061105_0000_00,31004,Aldan,2006-11-05T00:00:00,2006,11,00,57.0,11.0,938.0,-17.69999999999999,500.0,-27.099999999999966,-9.399999999999977,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061105.bufr
31004_20061106_0000_00,31004,Aldan,2006-11-06T00:00:00,2006,11,00,63.0,11.0,934.0,-22.099999999999966,500.0,-28.099999999999966,-6.0,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061106.bufr
31004_20061109_0000_00,31004,Aldan,2006-11-09T00:00:00,2006,11,00,70.0,13.0,935.0,-26.899999999999977,500.0,-29.69999999999999,-2.8000000000000114,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061109.bufr
31004_20061108_0000_00,31004,Aldan,2006-11-08T00:00:00,2006,11,00,50.0,12.0,940.0,-30.49999999999997,500.0,-34.099999999999966,-3.5999999999999943,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061108.bufr
31004_20061107_0000_00,31004,Aldan,2006-11-07T00:00:00,2006,11,00,60.0,7.0,917.0,-15.099999999999966,500.0,-35.69999999999999,-20.600000000000023,True,877.0,1093.5,-14.299999999999955,0.8000000000000114,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061107.bufr
31004_20061110_0000_00,31004,Aldan,2006-11-10T00:00:00,2006,11,00,69.0,12.0,1000.0,-67.29999999999998,500.0,-32.099999999999966,35.20000000000002,True,933.0,581.2,-19.299999999999983,48.0,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061110.bufr
31004_20061111_0000_00,31004,Aldan,2006-11-11T00:00:00,2006,11,00,66.0,15.0,1000.0,-65.49999999999997,500.0,-33.49999999999997,32.0,True,927.0,634.9,-15.699999999999989,49.79999999999998,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061111.bufr
31004_20061112_0000_00,31004,Aldan,2006-11-12T00:00:00,2006,11,00,49.0,6.0,924.0,-17.49999999999997,500.0,-35.099999999999966,-17.599999999999994,True,858.0,1273.3,-15.699999999999989,1.799999999999983,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061112.bufr
31004_20061113_0000_00,31004,Aldan,2006-11-13T00:00:00,2006,11,00,65.0,11.0,935.0,-19.69999999999999,500.0,-36.49999999999997,-16.799999999999983,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061113.bufr
31004_20061116_0000_00,31004,Aldan,2006-11-16T00:00:00,2006,11,00,71.0,13.0,936.0,-18.899999999999977,500.0,-36.29999999999998,-17.400000000000006,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061116.bufr
31004_20061115_0000_00,31004,Aldan,2006-11-15T00:00:00,2006,11,00,59.0,9.0,939.0,-18.69999999999999,500.0,-35.29999999999998,-16.599999999999994,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061115.bufr
31004_20061119_0000_00,31004,Aldan,2006-11-19T00:00:00,2006,11,00,56.0,9.0,930.0,-20.299999999999983,500.0,-40.099999999999966,-19.799999999999983,True,885.0,1018.7,-18.69999999999999,1.5999999999999943,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061119.bufr
31004_20061118_0000_00,31004,Aldan,2006-11-18T00:00:00,2006,11,00,61.0,13.0,934.0,-15.899999999999977,500.0,-36.49999999999997,-20.599999999999994,True,909.0,797.6,-13.899999999999977,2.0,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061118.bufr
31004_20061114_0000_00,31004,Aldan,2006-11-14T00:00:00,2006,11,00,58.0,12.0,939.0,-26.49999999999997,500.0,-28.899999999999977,-2.4000000000000057,True,781.0,2036.9,-19.899999999999977,6.599999999999994,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061114.bufr
31004_20061120_0000_00,31004,Aldan,2006-11-20T00:00:00,2006,11,00,59.0,7.0,935.0,-23.299999999999983,500.0,-43.69999999999999,-20.400000000000006,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061120.bufr
31004_20061117_0000_00,31004,Aldan,2006-11-17T00:00:00,2006,11,00,64.0,14.0,1000.0,-63.29999999999998,500.0,-33.89999999999998,29.400000000000006,True,937.0,545.6,-15.699999999999989,47.599999999999994,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061117.bufr
31004_20061121_0000_00,31004,Aldan,2006-11-21T00:00:00,2006,11,00,56.0,10.0,939.0,-28.299999999999983,500.0,-41.89999999999998,-13.599999999999994,True,925.0,652.8,-26.899999999999977,1.4000000000000057,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061121.bufr
31004_20061130_0000_00,31004,Aldan,2006-11-30T00:00:00,2006,11,00,47.0,10.0,928.0,-29.899999999999977,500.0,-38.49999999999997,-8.599999999999994,True,925.0,652.8,-29.49999999999997,0.4000000000000057,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061130.bufr
31004_20061201_0000_00,31004,Aldan,2006-12-01T00:00:00,2006,12,00,49.0,12.0,929.0,-24.099999999999966,500.0,-39.89999999999998,-15.800000000000011,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061201.bufr
31004_20061127_0000_00,31004,Aldan,2006-11-27T00:00:00,2006,11,00,58.0,9.0,941.0,-36.099999999999966,500.0,-47.49999999999997,-11.400000000000006,True,850.0,1350.0,-30.49999999999997,5.599999999999994,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061127.bufr
31004_20061126_0000_00,31004,Aldan,2006-11-26T00:00:00,2006,11,00,65.0,10.0,943.0,-25.099999999999966,500.0,-44.89999999999998,-19.80000000000001,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061126.bufr
31004_20061123_0000_00,31004,Aldan,2006-11-23T00:00:00,2006,11,00,53.0,11.0,941.0,-24.49999999999997,500.0,-40.49999999999997,-16.0,True,920.0,697.9,-18.099999999999966,6.400000000000006,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061123.bufr
31004_20061124_0000_00,31004,Aldan,2006-11-24T00:00:00,2006,11,00,44.0,11.0,942.0,-16.299999999999955,500.0,-38.69999999999999,-22.400000000000034,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061124.bufr
31004_20061125_0000_00,31004,Aldan,2006-11-25T00:00:00,2006,11,00,54.0,11.0,1000.0,-60.49999999999997,500.0,-42.099999999999966,18.400000000000006,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061125.bufr
31004_20061122_0000_00,31004,Aldan,2006-11-22T00:00:00,2006,11,00,45.0,8.0,941.0,-22.69999999999999,500.0,-41.099999999999966,-18.399999999999977,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061122.bufr
31004_20061129_0000_00,31004,Aldan,2006-11-29T00:00:00,2006,11,00,62.0,9.0,928.0,-31.299999999999983,500.0,-39.49999999999997,-8.199999999999989,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061129.bufr
31004_20061128_0000_00,31004,Aldan,2006-11-28T00:00:00,2006,11,00,61.0,11.0,930.0,-33.099999999999966,500.0,-45.099999999999966,-12.0,True,885.0,1018.7,-28.49999999999997,4.599999999999994,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061128.bufr
31004_20061202_0000_00,31004,Aldan,2006-12-02T00:00:00,2006,12,00,46.0,10.0,935.0,-24.099999999999966,500.0,-40.099999999999966,-16.0,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061202.bufr
31004_20061204_0000_00,31004,Aldan,2006-12-04T00:00:00,2006,12,00,55.0,9.0,938.0,-26.099999999999966,500.0,-40.69999999999999,-14.600000000000023,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061204.bufr
31004_20061207_0000_00,31004,Aldan,2006-12-07T00:00:00,2006,12,00,56.0,12.0,946.0,-23.899999999999977,500.0,-38.29999999999998,-14.400000000000006,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061207.bufr
31004_20061205_0000_00,31004,Aldan,2006-12-05T00:00:00,2006,12,00,54.0,10.0,937.0,-24.099999999999966,500.0,-39.29999999999998,-15.200000000000017,True,925.0,652.8,-23.69999999999999,0.39999999999997726,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061205.bufr
31004_20061203_0000_00,31004,Aldan,2006-12-03T00:00:00,2006,12,00,48.0,9.0,925.0,-24.299999999999983,500.0,-41.29999999999998,-17.0,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061203.bufr
31004_20061209_0000_00,31004,Aldan,2006-12-09T00:00:00,2006,12,00,55.0,9.0,939.0,-21.69999999999999,500.0,-38.099999999999966,-16.399999999999977,True,850.0,1350.0,-15.299999999999955,6.400000000000034,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061209.bufr
31004_20061206_0000_00,31004,Aldan,2006-12-06T00:00:00,2006,12,00,65.0,13.0,943.0,-25.49999999999997,500.0,-38.29999999999998,-12.800000000000011,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061206.bufr
31004_20061211_0000_00,31004,Aldan,2006-12-11T00:00:00,2006,12,00,55.0,10.0,923.0,-17.099999999999966,500.0,-35.49999999999997,-18.400000000000006,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061211.bufr
31004_20061210_0000_00,31004,Aldan,2006-12-10T00:00:00,2006,12,00,55.0,12.0,926.0,-18.099999999999966,500.0,-37.49999999999997,-19.400000000000006,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061210.bufr
31004_20061208_0000_00,31004,Aldan,2006-12-08T00:00:00,2006,12,00,50.0,11.0,949.0,-26.099999999999966,500.0,-39.69999999999999,-13.600000000000023,True,876.0,1102.9,-20.099999999999966,6.0,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061208.bufr
31004_20061217_0000_00,31004,Aldan,2006-12-17T00:00:00,2006,12,00,50.0,10.0,934.0,-23.69999999999999,500.0,-40.099999999999966,-16.399999999999977,True,925.0,652.8,-23.49999999999997,0.20000000000001705,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061217.bufr
31004_20061216_0000_00,31004,Aldan,2006-12-16T00:00:00,2006,12,00,53.0,10.0,943.0,-34.29999999999998,500.0,-41.69999999999999,-7.400000000000006,True,908.0,806.7,-26.69999999999999,7.599999999999994,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061216.bufr
31004_20061212_0000_00,31004,Aldan,2006-12-12T00:00:00,2006,12,00,66.0,13.0,933.0,-25.299999999999983,500.0,-41.69999999999999,-16.400000000000006,False,,,,,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061212.bufr
31004_20061213_0000_00,31004,Aldan,2006-12-13T00:00:00,2006,12,00,20.0,10.0,927.0,-33.49999999999997,538.0,-38.29999999999998,-4.800000000000011,False,,,,,no_500,gdex_data\raw\2006\gdas.adpupa.t00z.20061213.bufr
31004_20061218_0000_00,31004,Aldan,2006-12-18T00:00:00,2006,12,00,59.0,14.0,932.0,-21.49999999999997,500.0,-37.49999999999997,-16.0,True,910.0,788.5,-20.49999999999997,1.0,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061218.bufr
31004_20061214_0000_00,31004,Aldan,2006-12-14T00:00:00,2006,12,00,56.0,11.0,936.0,-35.29999999999998,500.0,-42.099999999999966,-6.799999999999983,True,738.0,2490.3,-26.099999999999966,9.200000000000017,good,gdex_data\raw\2006\gdas.adpupa.t00z.20061214.bufr
